,predictions,name,GW,team,value,position,opponent_team
2252,,Owen Otasowie,7,Wolves,45,MID,6
2253,,Thomas Partey,7,Arsenal,50,MID,13
2254,,Raphael Dias Belloli,7,Leeds,55,MID,9
2255,,Saïd Benrahma,7,West Ham,60,MID,11
2256,6.43,Harry Kane,7,Spurs,109,FWD,3
2257,5.3,Patrick Bamford,7,Leeds,59,FWD,9
2258,5.22,Dominic Calvert-Lewin,7,Everton,77,FWD,14
2259,4.75,Ollie Watkins,7,Aston Villa,60,FWD,16
2260,4.53,Raúl Jiménez,7,Wolves,85,FWD,6
2261,4.39,Danny Ings,7,Southampton,85,FWD,2
2262,4.34,Aleksandar Mitrović,7,Fulham,58,FWD,18
2263,4.29,Timo Werner,7,Chelsea,93,FWD,4
2264,4.18,Roberto Firmino,7,Liverpool,93,FWD,19
2265,3.9,Che Adams,7,Southampton,58,FWD,2
2266,3.85,Callum Wilson,7,Newcastle,65,FWD,7
2267,3.67,Rodrigo Moreno,7,Leeds,58,FWD,9
2268,3.51,Michy Batshuayi,7,Crystal Palace,58,FWD,20
2269,3.5,Oliver McBurnie,7,Sheffield Utd,57,FWD,12
2270,3.36,Neal Maupay,7,Brighton,66,FWD,17
2271,3.3,Chris Wood,7,Burnley,63,FWD,5
2272,3.15,Ashley Barnes,7,Burnley,60,FWD,5
2273,2.88,Jamie Vardy,7,Leicester,100,FWD,10
2274,2.85,Alexandre Lacazette,7,Arsenal,84,FWD,13
2275,2.72,Michail Antonio,7,West Ham,63,FWD,11
2276,2.4,Rhian Brewster,7,Sheffield Utd,45,FWD,12
2277,1.88,Joelinton Cássio Apolinário de Lira,7,Newcastle,58,FWD,7
2278,1.83,Anthony Martial,7,Man Utd,88,FWD,1
2279,1.77,David McGoldrick,7,Sheffield Utd,53,FWD,12
2280,1.73,Sergio Agüero,7,Man City,103,FWD,15
2281,1.68,Billy Sharp,7,Sheffield Utd,57,FWD,12
2282,1.64,Keinan Davis,7,Aston Villa,43,FWD,16
2283,1.62,Tammy Abraham,7,Chelsea,72,FWD,4
2284,1.61,Divock Origi,7,Liverpool,53,FWD,19
2285,1.58,Kelechi Iheanacho,7,Leicester,57,FWD,10
2286,1.51,Bobby Decordova-Reid,7,Fulham,54,FWD,18
2287,1.48,Callum Robinson,7,West Brom,55,FWD,8
2288,1.44,Olivier Giroud,7,Chelsea,67,FWD,4
2289,1.44,Indiana Vassilev,7,Aston Villa,44,FWD,16
2290,1.42,Odion Ighalo,7,Man Utd,62,FWD,1
2291,1.42,Mbwana Samatta,7,Aston Villa,59,FWD,16
2292,1.42,Wesley Moraes,7,Aston Villa,60,FWD,16
2293,1.33,Edward Nketiah,7,Arsenal,57,FWD,13
2294,1.31,Richarlison de Andrade,7,Everton,78,FWD,14
2295,1.3,Jordan Ayew,7,Crystal Palace,57,FWD,20
2296,1.28,Andy Carroll,7,Newcastle,53,FWD,7
2297,1.27,Liam Delap,7,Man City,44,FWD,15
2298,1.27,Gabriel Fernando de Jesus,7,Man City,93,FWD,15
2299,1.26,Connor Wickham,7,Crystal Palace,45,FWD,20
2300,1.26,Fabio Silva,7,Wolves,53,FWD,6
2301,1.25,Lys Mousset,7,Sheffield Utd,58,FWD,12
2302,1.25,Leonardo Campana,7,Wolves,49,FWD,6
2303,1.25,Moise Kean,7,Everton,58,FWD,14
2304,1.25,Léo Bonatini,7,Wolves,49,FWD,6
2305,1.25,Yoshinori Muto,7,Newcastle,48,FWD,7
2306,1.24,Dwight Gayle,7,Newcastle,59,FWD,7
2307,1.24,Cenk Tosun,7,Everton,60,FWD,14
2308,1.17,Christian Benteke,7,Crystal Palace,55,FWD,20
2309,1.16,Jay Rodriguez,7,Burnley,59,FWD,5
2310,1.15,Sébastien Haller,7,West Ham,61,FWD,11
2311,1.11,Michael Obafemi,7,Southampton,48,FWD,2
2312,1.1,Aaron Connolly,7,Brighton,55,FWD,17
2313,1.09,Shane Long,7,Southampton,53,FWD,2
2314,1.08,Charlie Austin,7,West Brom,52,FWD,8
2315,1.08,Hal Robson-Kanu,7,West Brom,53,FWD,8
2316,1.07,Kenneth Zohore,7,West Brom,49,FWD,8
2317,1.06,Matej Vydra,7,Burnley,50,FWD,5
2318,0.9,Jordan Hugill,7,West Ham,55,FWD,11
2319,0.9,Albian Ajeti,7,West Ham,55,FWD,11
2320,0.74,Florin Andone,7,Brighton,48,FWD,17
2321,0.74,Glenn Murray,7,Brighton,49,FWD,17
2322,,Danny Welbeck,7,Brighton,55,FWD,17
2323,,Andi Zeqiri,7,Brighton,50,FWD,17
2324,,Carlos Vinicius Alves Morais,7,Spurs,70,FWD,3
2325,,Edinson Cavani,7,Man Utd,80,FWD,1
2326,,Max Thompson,7,Burnley,45,FWD,5
2327,,Daniel N'Lundulu,7,Southampton,45,FWD,2
2328,,Ellis Simms,7,Everton,45,FWD,14
2329,,Karlan Grant,7,West Brom,60,FWD,8
2330,,Islam Slimani,7,Leicester,50,FWD,10
2331,,Lewis Richardson,7,Burnley,45,FWD,5
2332,4.05,Alex McCarthy,8,Southampton,45,GK,14
2333,3.62,Kasper Schmeichel,8,Leicester,55,GK,20
2334,3.59,Bernd Leno,8,Arsenal,50,GK,2
2335,3.56,Vicente Guaita,8,Crystal Palace,50,GK,10
2336,3.54,Edouard Mendy,8,Chelsea,51,GK,15
2337,3.48,Lukasz Fabianski,8,West Ham,50,GK,8
2338,3.44,Hugo Lloris,8,Spurs,55,GK,18
2339,3.29,Emiliano Martínez,8,Aston Villa,48,GK,1
2340,3.23,Ederson Santana de Moraes,8,Man City,60,GK,11
2341,2.92,Rui Pedro dos Santos Patrício,8,Wolves,55,GK,9
2342,2.92,Robin Olsen,8,Everton,45,GK,13
2343,2.81,Alphonse Areola,8,Fulham,45,GK,19
2344,2.76,Aaron Ramsdale,8,Sheffield Utd,49,GK,5
2345,2.67,Alisson Ramses Becker,8,Liverpool,59,GK,12
2346,2.58,Nick Pope,8,Burnley,54,GK,3
2347,2.57,Illan Meslier,8,Leeds,45,GK,6
2348,2.41,David de Gea,8,Man Utd,54,GK,7
2349,2.25,Karl Darlow,8,Newcastle,50,GK,16
2350,2.2,Sam Johnstone,8,West Brom,45,GK,17
2351,1.59,Mathew Ryan,8,Brighton,45,GK,4
2352,1.44,David Martin,8,West Ham,40,GK,8
2353,1.44,Wayne Hennessey,8,Crystal Palace,44,GK,10
2354,1.43,Danny Ward,8,Leicester,44,GK,20
2355,1.43,Willy Caballero,8,Chelsea,48,GK,15
2356,1.43,Stephen Henderson,8,Crystal Palace,40,GK,10
2357,1.37,Ørjan Nyland,8,Aston Villa,40,GK,1
2358,1.35,Fraser Forster,8,Southampton,40,GK,14
2359,1.33,Joe Hart,8,Spurs,44,GK,18
2360,1.32,Paulo Gazzaniga,8,Spurs,44,GK,18
2361,1.32,Angus Gunn,8,Southampton,44,GK,14
2362,1.32,Roberto Jimenez Gago,8,West Ham,45,GK,8
2363,1.32,Darren Randolph,8,West Ham,44,GK,8
2364,1.32,João Virgínia,8,Everton,44,GK,13
2365,1.32,Jonas Lössl,8,Everton,44,GK,13
2366,1.25,Jordan Pickford,8,Everton,50,GK,13
2367,1.23,Christian Walton,8,Brighton,40,GK,4
2368,1.22,Jason Steele,8,Brighton,40,GK,4
2369,1.17,Jed Steer,8,Aston Villa,40,GK,1
2370,1.14,Kepa Arrizabalaga,8,Chelsea,48,GK,15
2371,1.12,Tom Heaton,8,Aston Villa,45,GK,1
2372,1.12,Rúnar Alex Rúnarsson,8,Arsenal,45,GK,2
2373,1.12,Zack Steffen,8,Man City,45,GK,11
2374,1.12,Matt Macey,8,Arsenal,40,GK,2
2375,1.12,Claudio Bravo,8,Man City,45,GK,11
2376,1.12,Caoimhin Kelleher,8,Liverpool,45,GK,12
2377,1.01,Bailey Peacock-Farrell,8,Burnley,40,GK,3
2378,1.01,Will Norris,8,Burnley,40,GK,3
2379,0.92,David Button,8,West Brom,40,GK,17
2380,0.89,Fabricio Agosto Ramírez,8,Fulham,40,GK,19
2381,0.89,Dean Henderson,8,Man Utd,53,GK,7
2382,0.88,Marcus Bettinelli,8,Fulham,44,GK,19
2383,0.88,Sergio Romero,8,Man Utd,49,GK,7
2384,0.88,Martin Dubravka,8,Newcastle,49,GK,16
2385,0.88,Mark Gillespie,8,Newcastle,44,GK,16
2386,0.88,Marek Rodák,8,Fulham,44,GK,19
2387,0.81,Matija Sarkic,8,Wolves,45,GK,9
2388,0.81,Adrián San Miguel del Castillo,8,Liverpool,44,GK,12
2389,0.81,Simon Moore,8,Sheffield Utd,44,GK,5
2390,0.81,Kamil Miazek,8,Leeds,40,GK,6
2391,0.81,Michael Verrips,8,Sheffield Utd,40,GK,5
2392,0.81,Francisco Casilla Cortés,8,Leeds,43,GK,6
2393,0.81,John Ruddy,8,Wolves,44,GK,9
2394,0.81,Wes Foderingham,8,Sheffield Utd,44,GK,5
2395,0.81,Elia Caprile,8,Leeds,40,GK,6
2396,,Jack Butland,8,Crystal Palace,45,GK,10
2397,,James Trafford,8,Man City,40,GK,11
2398,,Robert Sánchez,8,Brighton,45,GK,4
2399,,Karlo Ziger,8,Chelsea,40,GK,15
2400,5.51,Benjamin Chilwell,8,Chelsea,59,DEF,15
2401,5.09,Reece James,8,Chelsea,50,DEF,15
2402,4.92,James Justin,8,Leicester,48,DEF,20
2403,4.85,Kurt Zouma,8,Chelsea,53,DEF,15
2404,4.7,Trent Alexander-Arnold,8,Liverpool,74,DEF,12
2405,4.37,Tariq Lamptey,8,Brighton,47,DEF,4
2406,4.32,Aaron Cresswell,8,West Ham,51,DEF,8
2407,4.31,Gabriel Magalhães,8,Arsenal,51,DEF,2
2408,4.1,Andrew Robertson,8,Liverpool,71,DEF,12
2409,4.0,Scott Dann,8,Crystal Palace,44,DEF,10
2410,3.97,Thiago Thiago,8,Chelsea,55,DEF,15
2411,3.91,Arthur Masuaku,8,West Ham,45,DEF,8
2412,3.86,Wesley Fofana,8,Leicester,50,DEF,20
2413,3.83,João Pedro Cavaco Cancelo,8,Man City,54,DEF,11
2414,3.79,Adam Webster,8,Brighton,44,DEF,4
2415,3.78,Vladimir Coufal,8,West Ham,45,DEF,8
2416,3.75,Kyle Walker-Peters,8,Southampton,45,DEF,14
2417,3.67,Yerry Mina,8,Everton,55,DEF,13
2418,3.62,Matt Targett,8,Aston Villa,45,DEF,1
2419,3.46,Christian Fuchs,8,Leicester,45,DEF,20
2420,3.45,Sergio Reguilón,8,Spurs,56,DEF,18
2421,3.45,Jannik Vestergaard,8,Southampton,46,DEF,14
2422,3.43,Nathaniel Clyne,8,Crystal Palace,45,DEF,10
2423,3.42,Matt Doherty,8,Spurs,58,DEF,18
2424,3.38,Patrick van Aanholt,8,Crystal Palace,54,DEF,10
2425,3.37,Luke Thomas,8,Leicester,43,DEF,20
2426,3.36,Kyle Walker,8,Man City,61,DEF,11
2427,3.33,James Tarkowski,8,Burnley,54,DEF,3
2428,3.26,Angelo Ogbonna,8,West Ham,49,DEF,8
2429,3.26,Michael Keane,8,Everton,51,DEF,13
2430,3.21,Tyrick Mitchell,8,Crystal Palace,42,DEF,10
2431,3.2,Lucas Digne,8,Everton,61,DEF,13
2432,3.15,Kieran Tierney,8,Arsenal,54,DEF,2
2433,3.05,Toby Alderweireld,8,Spurs,54,DEF,18
2434,3.04,Eric Dier,8,Spurs,49,DEF,18
2435,2.95,Ben White,8,Brighton,45,DEF,4
2436,2.93,Dan Burn,8,Brighton,44,DEF,4
2437,2.89,Tyrone Mings,8,Aston Villa,52,DEF,1
2438,2.86,Héctor Bellerín,8,Arsenal,51,DEF,2
2439,2.77,Joseph Gomez,8,Liverpool,54,DEF,12
2440,2.72,Fabián Balbuena,8,West Ham,44,DEF,8
2441,2.71,Ezri Konsa Ngoyo,8,Aston Villa,47,DEF,1
2442,2.7,Timothy Castagne,8,Leicester,57,DEF,20
2443,2.65,Jan Bednarek,8,Southampton,45,DEF,14
2444,2.56,Ryan Bertrand,8,Southampton,50,DEF,14
2445,2.5,Joël Veltman,8,Brighton,43,DEF,4
2446,2.39,Jonjoe Kenny,8,Everton,43,DEF,13
2447,2.29,Aymeric Laporte,8,Man City,60,DEF,11
2448,2.27,Rúben Santos Gato Alves Dias,8,Man City,55,DEF,11
2449,2.26,Niels Nkounkou,8,Everton,40,DEF,13
2450,2.26,Rob Holding,8,Arsenal,44,DEF,2
2451,2.19,Matthew Cash,8,Aston Villa,50,DEF,1
2452,2.14,Branislav Ivanovic,8,West Brom,45,DEF,17
2453,2.14,Darnell Furlong,8,West Brom,45,DEF,17
2454,2.08,Federico Fernández,8,Newcastle,49,DEF,16
2455,2.05,Luke Shaw,8,Man Utd,49,DEF,7
2456,2.04,Kevin Long,8,Burnley,45,DEF,3
2457,2.02,César Azpilicueta,8,Chelsea,59,DEF,15
2458,2.02,Jonny Evans,8,Leicester,55,DEF,20
2459,2.0,Jamal Lewis,8,Newcastle,43,DEF,16
2460,1.96,Jamaal Lascelles,8,Newcastle,44,DEF,16
2461,1.95,Ben Davies,8,Spurs,48,DEF,18
2462,1.84,Charlie Taylor,8,Burnley,45,DEF,3
2463,1.8,Çaglar Söyüncü,8,Leicester,53,DEF,20
2464,1.79,Conor Townsend,8,West Brom,45,DEF,17
2465,1.78,Fabian Schär,8,Newcastle,49,DEF,16
2466,1.78,Virgil van Dijk,8,Liverpool,63,DEF,12
2467,1.77,Ben Godfrey,8,Everton,50,DEF,13
2468,1.72,Harry Maguire,8,Man Utd,54,DEF,7
2469,1.64,Aaron Wan-Bissaka,8,Man Utd,54,DEF,7
2470,1.59,Ola Aina,8,Fulham,45,DEF,19
2471,1.54,Matthew Lowton,8,Burnley,44,DEF,3
2472,1.52,Marcos Alonso,8,Chelsea,58,DEF,15
2473,1.52,Mamadou Sakho,8,Crystal Palace,45,DEF,10
2474,1.49,Wes Morgan,8,Leicester,44,DEF,20
2475,1.48,Daniel Amartey,8,Leicester,40,DEF,20
2476,1.48,Stuart Dallas,8,Leeds,45,DEF,6
2477,1.47,Antonio Rüdiger,8,Chelsea,46,DEF,15
2478,1.47,Nathan Ferguson,8,Crystal Palace,40,DEF,10
2479,1.45,Martin Kelly,8,Crystal Palace,43,DEF,10
2480,1.44,Jack Stephens,8,Southampton,48,DEF,14
2481,1.44,Bernardo Fernandes da Silva Junior,8,Brighton,39,DEF,4
2482,1.44,Fikayo Tomori,8,Chelsea,48,DEF,15
2483,1.44,Emerson Palmieri dos Santos,8,Chelsea,48,DEF,15
2484,1.44,Luke Ayling,8,Leeds,45,DEF,6
2485,1.43,Victor Lindelöf,8,Man Utd,49,DEF,7
2486,1.43,Sam Woods,8,Crystal Palace,40,DEF,10
2487,1.43,Ricardo Domingos Barbosa Pereira,8,Leicester,59,DEF,20
2488,1.43,Ryan Inniss,8,Crystal Palace,40,DEF,10
2489,1.43,Filip Benkovic,8,Leicester,43,DEF,20
2490,1.43,James Tomkins,8,Crystal Palace,45,DEF,10
2491,1.43,Chris Basham,8,Sheffield Utd,48,DEF,5
2492,1.4,Andreas Christensen,8,Chelsea,48,DEF,15
2493,1.38,Lewis Dunk,8,Brighton,48,DEF,4
2494,1.38,Enda Stevens,8,Sheffield Utd,53,DEF,5
2495,1.34,George Baldock,8,Sheffield Utd,53,DEF,5
2496,1.34,Joel Ward,8,Crystal Palace,44,DEF,10
2497,1.32,Antonee Robinson,8,Fulham,44,DEF,19
2498,1.31,Joachim Andersen,8,Fulham,45,DEF,19
2499,1.3,Gary Cahill,8,Crystal Palace,45,DEF,10
2500,1.29,Ben Johnson,8,West Ham,40,DEF,8
2501,1.28,Jarrad Branthwaite,8,Everton,39,DEF,13
2502,1.28,Jake Vokins,8,Southampton,40,DEF,14
2503,1.27,Issa Diop,8,West Ham,45,DEF,8
2504,1.26,Ryan Fredericks,8,West Ham,44,DEF,8
2505,1.26,Japhet Tanganga,8,Spurs,49,DEF,18
2506,1.26,Ryan Sessegnon,8,Spurs,47,DEF,18
2507,1.26,Juan Foyth,8,Spurs,43,DEF,18
2508,1.26,Mason Holgate,8,Everton,48,DEF,13
2509,1.26,Cameron Carter-Vickers,8,Spurs,40,DEF,18
2510,1.26,Craig Dawson,8,West Ham,45,DEF,8
2511,1.26,Yan Valery,8,Southampton,48,DEF,14
2512,1.26,Mohammed Salisu,8,Southampton,43,DEF,14
2513,1.26,Danny Rose,8,Spurs,48,DEF,18
2514,1.25,Oluwasemilogo Adesewo Ibidapo Ajayi,8,West Brom,48,DEF,17
2515,1.24,Tosin Adarabioyo,8,Fulham,45,DEF,19
2516,1.24,Seamus Coleman,8,Everton,49,DEF,13
2517,1.23,John Egan,8,Sheffield Utd,49,DEF,5
2518,1.23,Serge Aurier,8,Spurs,52,DEF,18
2519,1.22,Eric Garcia,8,Man City,48,DEF,11
2520,1.18,Nélson Cabral Semedo,8,Wolves,55,DEF,9
2521,1.17,David Luiz Moreira Marinho,8,Arsenal,55,DEF,2
2522,1.17,Ahmed El Mohamady,8,Aston Villa,44,DEF,1
2523,1.16,Rayan Ait Nouri,8,Wolves,50,DEF,9
2524,1.14,Martín Montoya,8,Brighton,45,DEF,4
2525,1.14,Shane Duffy,8,Brighton,44,DEF,4
2526,1.14,Davinson Sánchez,8,Spurs,54,DEF,18
2527,1.13,Matthew Clarke,8,Brighton,44,DEF,4
2528,1.13,Shkodran Mustafi,8,Arsenal,50,DEF,2
2529,1.11,Robin Koch,8,Leeds,45,DEF,6
2530,1.08,Nathan Aké,8,Man City,55,DEF,11
2531,1.04,Neco Williams,8,Liverpool,39,DEF,12
2532,1.04,Max Lowe,8,Sheffield Utd,44,DEF,5
2533,1.03,Ainsley Maitland-Niles,8,Arsenal,48,DEF,2
2534,1.03,Conor Coady,8,Wolves,50,DEF,9
2535,1.02,Oleksandr Zinchenko,8,Man City,55,DEF,11
2536,1.02,Max Kilman,8,Wolves,43,DEF,9
2537,1.02,William Saliba,8,Arsenal,41,DEF,2
2538,1.02,Benjamin Mendy,8,Man City,59,DEF,11
2539,1.01,John Stones,8,Man City,49,DEF,11
2540,1.01,Fernando Luiz Rosa,8,Man City,54,DEF,11
2541,1.01,Sokratis Papastathopoulos,8,Arsenal,49,DEF,2
2542,1.01,James Bree,8,Aston Villa,45,DEF,1
2543,1.01,Nicolás Otamendi,8,Man City,49,DEF,11
2544,1.01,Konstantinos Tsimikas,8,Liverpool,49,DEF,12
2545,1.01,Sead Kolasinac,8,Arsenal,48,DEF,2
2546,1.01,Calum Chambers,8,Arsenal,45,DEF,2
2547,1.01,Pablo Marí,8,Arsenal,44,DEF,2
2548,1.01,Bjorn Engels,8,Aston Villa,44,DEF,1
2549,1.01,Kortney Hause,8,Aston Villa,44,DEF,1
2550,1.01,Cédric Soares,8,Arsenal,47,DEF,2
2551,1.01,Neil Taylor,8,Aston Villa,44,DEF,1
2552,1.01,Frédéric Guilbert,8,Aston Villa,44,DEF,1
2553,1.0,Tim Ream,8,Fulham,44,DEF,19
2554,0.98,Jimmy Dunne,8,Burnley,40,DEF,3
2555,0.97,Willy Boly,8,Wolves,55,DEF,9
2556,0.96,Bobby Thomas,8,Burnley,40,DEF,3
2557,0.96,Ethan Ampadu,8,Sheffield Utd,44,DEF,5
2558,0.96,Phil Bardsley,8,Burnley,45,DEF,3
2559,0.95,Anthony Driscoll-Glennon,8,Burnley,40,DEF,3
2560,0.95,Ben Gibson,8,Burnley,40,DEF,3
2561,0.95,Ben Mee,8,Burnley,49,DEF,3
2562,0.94,Joel Matip,8,Liverpool,54,DEF,12
2563,0.93,Brandon Williams,8,Man Utd,43,DEF,7
2564,0.93,Ezgjan Alioski,8,Leeds,44,DEF,6
2565,0.93,Joe Bryan,8,Fulham,48,DEF,19
2566,0.92,Phil Jones,8,Man Utd,49,DEF,7
2567,0.92,Marcos Rojo,8,Man Utd,48,DEF,7
2568,0.92,Cedric Kipre,8,West Brom,44,DEF,17
2569,0.92,Kelland Watts,8,Newcastle,40,DEF,16
2570,0.92,Axel Tuanzebe,8,Man Utd,45,DEF,7
2571,0.92,Chris Smalling,8,Man Utd,49,DEF,7
2572,0.92,Paul Dummett,8,Newcastle,44,DEF,16
2573,0.92,Teden Mengi,8,Man Utd,40,DEF,7
2574,0.92,Maxime Le Marchand,8,Fulham,43,DEF,19
2575,0.92,Florian Lejeune,8,Newcastle,43,DEF,16
2576,0.92,Zeze Steven Sessegnon,8,Fulham,43,DEF,19
2577,0.92,DeAndre Yedlin,8,Newcastle,43,DEF,16
2578,0.92,Michael Hector,8,Fulham,43,DEF,19
2579,0.92,Kieran Gibbs,8,West Brom,44,DEF,17
2580,0.92,Alfie Mawson,8,Fulham,44,DEF,19
2581,0.92,Javier Manquillo,8,Newcastle,44,DEF,16
2582,0.92,Ciaran Clark,8,Newcastle,45,DEF,16
2583,0.92,Timothy Fosu-Mensah,8,Man Utd,44,DEF,7
2584,0.92,Eric Bailly,8,Man Utd,49,DEF,7
2585,0.92,Cyrus Christie,8,Fulham,43,DEF,19
2586,0.92,José Diogo Dalot Teixeira,8,Man Utd,48,DEF,7
2587,0.92,Kyle Bartley,8,West Brom,45,DEF,17
2588,0.92,Kenny Tete,8,Fulham,44,DEF,19
2589,0.92,Dara O'Shea,8,West Brom,43,DEF,17
2590,0.92,Denis Odoi,8,Fulham,44,DEF,19
2591,0.91,Alex Nicolao Telles,8,Man Utd,55,DEF,7
2592,0.88,Liam Cooper,8,Leeds,44,DEF,6
2593,0.87,Barry Douglas,8,Leeds,39,DEF,6
2594,0.85,Emil Krafth,8,Newcastle,44,DEF,16
2595,0.84,Oskar Buur,8,Wolves,40,DEF,9
2596,0.84,Fernando Marçal,8,Wolves,48,DEF,9
2597,0.84,Rúben Gonçalo Silva Nascimento Vinagre,8,Wolves,42,DEF,9
2598,0.83,Phil Jagielka,8,Sheffield Utd,40,DEF,5
2599,0.83,Jack O'Connell,8,Sheffield Utd,48,DEF,5
2600,0.83,Diego Llorente,8,Leeds,44,DEF,6
2601,0.83,Oliver Casey,8,Leeds,39,DEF,6
2602,0.83,Ki-Jana Hoever,8,Wolves,45,DEF,9
2603,0.83,Jonathan Castro Otto,8,Wolves,54,DEF,9
2604,0.83,Leif Davis,8,Leeds,40,DEF,6
2605,0.83,Jayden Bogle,8,Sheffield Utd,44,DEF,5
2606,0.83,Ryan Bennett,8,Wolves,44,DEF,9
2607,0.79,Pascal Struijk,8,Leeds,40,DEF,6
2608,0.79,Erik Pieters,8,Burnley,43,DEF,3
2609,0.77,Romain Saïss,8,Wolves,53,DEF,9
2610,0.74,Ahmed El-Sayed Hegazy,8,West Brom,42,DEF,17
2611,0.66,Jack Robinson,8,Sheffield Utd,44,DEF,5
2612,,Lee Peltier,8,West Brom,40,DEF,17
2613,,Nathaniel Phillips,8,Liverpool,40,DEF,12
2614,,Terence Kongolo,8,Fulham,45,DEF,19
2615,,Joe Rodon,8,Spurs,50,DEF,18
2616,,Rhys Williams,8,Liverpool,40,DEF,12
2617,,Kayne Ramsay,8,Southampton,40,DEF,14
2618,9.22,Wilfried Zaha,8,Crystal Palace,74,MID,10
2619,9.08,Heung-Min Son,8,Spurs,96,MID,18
2620,7.58,Mohamed Salah,8,Liverpool,124,MID,12
2621,6.38,Jack Grealish,8,Aston Villa,74,MID,1
2622,5.42,Marcus Rashford,8,Man Utd,96,MID,7
2623,4.93,James Ward-Prowse,8,Southampton,59,MID,14
2624,4.93,Sadio Mané,8,Liverpool,120,MID,12
2625,4.91,Bruno Miguel Borges Fernandes,8,Man Utd,105,MID,7
2626,4.73,Raheem Sterling,8,Man City,116,MID,11
2627,4.68,Jairo Riedewald,8,Crystal Palace,44,MID,10
2628,4.62,James Rodríguez,8,Everton,79,MID,13
2629,4.6,Phil Foden,8,Man City,66,MID,11
2630,4.59,Riyad Mahrez,8,Man City,83,MID,11
2631,4.54,Ross Barkley,8,Aston Villa,60,MID,1
2632,4.49,Kevin De Bruyne,8,Man City,115,MID,11
2633,4.42,Kai Havertz,8,Chelsea,84,MID,15
2634,4.38,Harvey Barnes,8,Leicester,69,MID,20
2635,4.35,James Maddison,8,Leicester,70,MID,20
2636,4.34,Mason Mount,8,Chelsea,68,MID,15
2637,4.31,Tom Cairney,8,Fulham,53,MID,19
2638,4.29,Ademola Lookman,8,Fulham,50,MID,19
2639,4.23,Youri Tielemans,8,Leicester,64,MID,20
2640,4.1,Gylfi Sigurdsson,8,Everton,68,MID,13
2641,3.96,Hakim Ziyech,8,Chelsea,80,MID,15
2642,3.94,Diogo Jota,8,Liverpool,64,MID,12
2643,3.76,Pablo Fornals,8,West Ham,64,MID,8
2644,3.72,Eberechi Eze,8,Crystal Palace,58,MID,10
2645,3.61,Andros Townsend,8,Crystal Palace,60,MID,10
2646,3.61,Stuart Armstrong,8,Southampton,55,MID,14
2647,3.61,Pierre-Emerick Aubameyang,8,Arsenal,117,MID,2
2648,3.5,Christian Pulisic,8,Chelsea,83,MID,15
2649,3.49,Cengiz Ünder,8,Leicester,59,MID,20
2650,3.46,Bukayo Saka,8,Arsenal,53,MID,2
2651,3.45,Sander Berge,8,Sheffield Utd,50,MID,5
2652,3.45,Abdoulaye Doucouré,8,Everton,53,MID,13
2653,3.39,Ferran Torres,8,Man City,69,MID,11
2654,3.37,Pascal Groß,8,Brighton,58,MID,4
2655,3.28,Leandro Trossard,8,Brighton,60,MID,4
2656,3.27,Tomas Soucek,8,West Ham,49,MID,8
2657,3.27,Jeffrey Schlupp,8,Crystal Palace,55,MID,10
2658,3.26,Theo Walcott,8,Southampton,58,MID,14
2659,3.22,Pedro Lomba Neto,8,Wolves,55,MID,9
2660,3.22,Erik Lamela,8,Spurs,58,MID,18
2661,3.21,Alex Iwobi,8,Everton,59,MID,13
2662,3.2,Marc Albrighton,8,Leicester,53,MID,20
2663,3.18,Adam Lallana,8,Brighton,62,MID,4
2664,3.15,Ayoze Pérez,8,Leicester,61,MID,20
2665,3.15,Gareth Bale,8,Spurs,95,MID,18
2666,3.15,Jack Harrison,8,Leeds,55,MID,6
2667,3.11,N'Golo Kanté,8,Chelsea,49,MID,15
2668,3.08,Giovani Lo Celso,8,Spurs,69,MID,18
2669,3.03,Jarrod Bowen,8,West Ham,63,MID,8
2670,3.0,Mahmoud Ahmed Ibrahim Hassan,8,Aston Villa,54,MID,1
2671,2.99,Solomon March,8,Brighton,50,MID,4
2672,2.93,Daniel Castelo Podence,8,Wolves,55,MID,9
2673,2.87,Hélder Wander Sousa de Azevedo e Costa,8,Leeds,57,MID,6
2674,2.83,Tanguy Ndombele,8,Spurs,59,MID,18
2675,2.79,Jacob Murphy,8,Newcastle,49,MID,16
2676,2.79,Dennis Praet,8,Leicester,55,MID,20
2677,2.72,Yves Bissouma,8,Brighton,45,MID,4
2678,2.71,Douglas Luiz Soares de Paulo,8,Aston Villa,49,MID,1
2679,2.71,John McGinn,8,Aston Villa,55,MID,1
2680,2.68,Luka Milivojevic,8,Crystal Palace,57,MID,10
2681,2.66,Nampalys Mendy,8,Leicester,45,MID,20
2682,2.64,Allan Marques Loureiro,8,Everton,54,MID,13
2683,2.58,Mateusz Klich,8,Leeds,56,MID,6
2684,2.56,Callum Hudson-Odoi,8,Chelsea,58,MID,15
2685,2.51,André Filipe Tavares Gomes,8,Everton,55,MID,13
2686,2.5,Rúben Diogo da Silva Neves,8,Wolves,53,MID,9
2687,2.47,Ashley Westwood,8,Burnley,54,MID,3
2688,2.47,Rodrigo Hernandez,8,Man City,54,MID,11
2689,2.44,Cheikhou Kouyaté,8,Crystal Palace,50,MID,10
2690,2.43,Sean Longstaff,8,Newcastle,48,MID,16
2691,2.43,Jordan Henderson,8,Liverpool,54,MID,12
2692,2.41,Bernard Anício Caldeira Duarte,8,Everton,58,MID,13
2693,2.41,Jorge Luiz Frello Filho,8,Chelsea,53,MID,15
